metagenome	body_site	body_site_type	database	value
LKMB002-2-068-S175	Al	Sebaceous	1. EPIC	19.44
LKMB002-2-068-S175	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	57.75
LKMB002-2-064-S155	Vf	Rarely Moist	2. SBCC	23.26
LKMB002-2-064-S155	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	55.70
LKMB002-2-064-S155	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	65.85
LKMB002-2-064-S155	Vf	Rarely Moist	6. EPIC + SMGC	80.10
LKMB002-2-064-S155	Vf	Rarely Moist	1. EPIC	32.31
LKMB002-2-064-S155	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	64.53
LKMN002-3-78-S277	Oc	Sebaceous	2. SBCC	29.47
LKMN002-3-78-S277	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	68.45
LKMN002-3-78-S277	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	72.40
LKMN002-3-78-S277	Oc	Sebaceous	6. EPIC + SMGC	88.12
LKMN002-3-78-S277	Oc	Sebaceous	1. EPIC	32.59
LKMN002-3-78-S277	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	71.26
LKMB002-2-017-S108	Af	Rarely Moist	2. SBCC	36.60
LKMB002-2-017-S108	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	57.27
LKMB002-2-017-S108	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	60.83
LKMB002-2-017-S108	Af	Rarely Moist	6. EPIC + SMGC	75.41
LKMB002-2-017-S108	Af	Rarely Moist	1. EPIC	39.20
LKMB002-2-017-S108	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	59.71
LKMB002-2-055-S146	Ba	Sebaceous	2. SBCC	17.21
LKMB002-2-055-S146	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	28.32
LKMB002-2-055-S146	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	38.95
LKMB002-2-055-S146	Ba	Sebaceous	6. EPIC + SMGC	57.44
LKMB002-2-055-S146	Ba	Sebaceous	1. EPIC	25.81
LKMB002-2-055-S146	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	36.84
LKMB002-2-023-S114	Ba	Sebaceous	2. SBCC	18.29
LKMB002-2-023-S114	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	24.95
LKMB002-2-023-S114	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	36.69
LKMB002-2-023-S114	Ba	Sebaceous	6. EPIC + SMGC	46.74
LKMB002-2-023-S114	Ba	Sebaceous	1. EPIC	28.69
LKMB002-2-023-S114	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	35.30
LKMN002-3-25-S228	Oc	Sebaceous	2. SBCC	24.76
LKMN002-3-25-S228	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	80.10
LKMN002-3-25-S228	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	82.74
LKMN002-3-25-S228	Oc	Sebaceous	6. EPIC + SMGC	89.14
LKMN002-3-25-S228	Oc	Sebaceous	1. EPIC	27.17
LKMN002-3-25-S228	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	82.11
LKMB002-1-49-S53	Tw	Moist	2. SBCC	82.71
LKMB002-1-49-S53	Tw	Moist	4. SBCC + C. acnes ATCC 6919	82.78
LKMB002-1-49-S53	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	85.88
LKMB002-1-49-S53	Tw	Moist	6. EPIC + SMGC	95.56
LKMB002-1-49-S53	Tw	Moist	1. EPIC	73.15
LKMB002-1-49-S53	Tw	Moist	3. EPIC + C. acnes ATCC 6919	73.22
LKMB002-1-28-S32	Oc	Sebaceous	2. SBCC	33.30
LKMB002-1-28-S32	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	80.30
LKMB002-1-28-S32	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	81.48
LKMB002-1-28-S32	Oc	Sebaceous	6. EPIC + SMGC	87.01
LKMB002-1-28-S32	Oc	Sebaceous	1. EPIC	34.41
LKMB002-1-28-S32	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	81.06
LKMB002-1-07-S11	Um	Moist	2. SBCC	75.17
LKMB002-1-07-S11	Um	Moist	4. SBCC + C. acnes ATCC 6919	77.35
LKMB002-1-07-S11	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	89.37
LKMB002-1-07-S11	Um	Moist	6. EPIC + SMGC	92.62
LKMB002-1-07-S11	Um	Moist	1. EPIC	79.97
LKMB002-1-07-S11	Um	Moist	3. EPIC + C. acnes ATCC 6919	82.13
LKMN002-3-69-S268	Oc	Sebaceous	2. SBCC	20.83
LKMN002-3-69-S268	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	68.50
LKMN002-3-69-S268	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	69.85
LKMN002-3-69-S268	Oc	Sebaceous	6. EPIC + SMGC	76.51
LKMN002-3-69-S268	Oc	Sebaceous	1. EPIC	21.95
LKMN002-3-69-S268	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	69.28
LKMN002-3-76-S275	Al	Sebaceous	2. SBCC	25.23
LKMN002-3-76-S275	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	71.55
LKMN002-3-76-S275	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	74.76
LKMN002-3-76-S275	Al	Sebaceous	6. EPIC + SMGC	86.89
LKMN002-3-76-S275	Al	Sebaceous	1. EPIC	28.45
LKMN002-3-76-S275	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	74.39
LKMB002-1-78-S77	Ba	Sebaceous	2. SBCC	8.96
LKMB002-1-78-S77	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	10.74
LKMB002-1-78-S77	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	12.58
LKMB002-1-78-S77	Ba	Sebaceous	6. EPIC + SMGC	36.76
LKMB002-1-78-S77	Ba	Sebaceous	1. EPIC	8.31
LKMB002-1-78-S77	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	10.08
LKMB002-2-091-S198	Um	Moist	2. SBCC	21.33
LKMB002-2-091-S198	Um	Moist	4. SBCC + C. acnes ATCC 6919	52.10
LKMB002-2-091-S198	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	54.60
LKMB002-2-091-S198	Um	Moist	6. EPIC + SMGC	71.96
LKMB002-2-091-S198	Um	Moist	1. EPIC	21.89
LKMB002-2-091-S198	Um	Moist	3. EPIC + C. acnes ATCC 6919	52.40
LKMB002-1-15-S19	Um	Moist	2. SBCC	74.18
LKMB002-1-15-S19	Um	Moist	4. SBCC + C. acnes ATCC 6919	77.68
LKMB002-1-15-S19	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	82.65
LKMB002-1-15-S19	Um	Moist	6. EPIC + SMGC	90.67
LKMB002-1-15-S19	Um	Moist	1. EPIC	42.25
LKMB002-1-15-S19	Um	Moist	3. EPIC + C. acnes ATCC 6919	45.72
LKMB002-1-56-S55	Um	Moist	2. SBCC	82.72
LKMB002-1-56-S55	Um	Moist	4. SBCC + C. acnes ATCC 6919	84.29
LKMB002-1-56-S55	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	87.08
LKMB002-1-56-S55	Um	Moist	6. EPIC + SMGC	93.25
LKMB002-1-56-S55	Um	Moist	1. EPIC	57.60
LKMB002-1-56-S55	Um	Moist	3. EPIC + C. acnes ATCC 6919	59.16
LKMN002-3-31-S234	Al	Sebaceous	2. SBCC	25.69
LKMN002-3-31-S234	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	84.01
LKMN002-3-31-S234	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	86.01
LKMN002-3-31-S234	Al	Sebaceous	6. EPIC + SMGC	91.09
LKMN002-3-31-S234	Al	Sebaceous	1. EPIC	27.89
LKMN002-3-31-S234	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	85.79
LKMB002-2-029-S120	Na	Moist	2. SBCC	44.91
LKMB002-2-029-S120	Na	Moist	4. SBCC + C. acnes ATCC 6919	52.62
LKMB002-2-029-S120	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	56.00
LKMB002-2-029-S120	Na	Moist	6. EPIC + SMGC	82.91
LKMB002-2-029-S120	Na	Moist	1. EPIC	46.78
LKMB002-2-029-S120	Na	Moist	3. EPIC + C. acnes ATCC 6919	54.44
LKMB002-2-043-S134	Um	Moist	2. SBCC	43.38
LKMB002-2-043-S134	Um	Moist	4. SBCC + C. acnes ATCC 6919	71.74
LKMB002-2-043-S134	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	75.59
LKMB002-2-043-S134	Um	Moist	6. EPIC + SMGC	84.93
LKMB002-2-043-S134	Um	Moist	1. EPIC	43.16
LKMB002-2-043-S134	Um	Moist	3. EPIC + C. acnes ATCC 6919	71.31
LKMB002-2-062-S153	Oc	Sebaceous	2. SBCC	23.07
LKMB002-2-062-S153	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	88.18
LKMB002-2-062-S153	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	88.37
LKMB002-2-062-S153	Oc	Sebaceous	6. EPIC + SMGC	90.79
LKMB002-2-062-S153	Oc	Sebaceous	1. EPIC	23.48
LKMB002-2-062-S153	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	88.13
LKMB002-2-065-S172	Af	Rarely Moist	2. SBCC	21.73
LKMB002-2-065-S172	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	64.29
LKMB002-2-065-S172	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	69.05
LKMB002-2-065-S172	Af	Rarely Moist	6. EPIC + SMGC	79.13
LKMB002-2-065-S172	Af	Rarely Moist	1. EPIC	25.88
LKMB002-2-065-S172	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	68.13
LKMB002-1-45-S49	Ba	Sebaceous	2. SBCC	15.19
LKMB002-1-45-S49	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	55.29
LKMB002-1-45-S49	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	56.92
LKMB002-1-45-S49	Ba	Sebaceous	6. EPIC + SMGC	60.50
LKMB002-1-45-S49	Ba	Sebaceous	1. EPIC	16.24
LKMB002-1-45-S49	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	56.05
LKMB002-2-054-S145	Oc	Sebaceous	2. SBCC	35.38
LKMB002-2-054-S145	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	57.37
LKMB002-2-054-S145	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	61.84
LKMB002-2-054-S145	Oc	Sebaceous	6. EPIC + SMGC	92.04
LKMB002-2-054-S145	Oc	Sebaceous	1. EPIC	35.46
LKMB002-2-054-S145	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	57.30
LKMN002-3-79-S278	Ba	Sebaceous	2. SBCC	23.35
LKMN002-3-79-S278	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	72.35
LKMN002-3-79-S278	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	79.25
LKMN002-3-79-S278	Ba	Sebaceous	6. EPIC + SMGC	83.78
LKMN002-3-79-S278	Ba	Sebaceous	1. EPIC	29.50
LKMN002-3-79-S278	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	78.13
LKMB002-1-84-S83	Na	Moist	2. SBCC	54.95
LKMB002-1-84-S83	Na	Moist	4. SBCC + C. acnes ATCC 6919	57.26
LKMB002-1-84-S83	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	62.18
LKMB002-1-84-S83	Na	Moist	6. EPIC + SMGC	82.09
LKMB002-1-84-S83	Na	Moist	1. EPIC	55.88
LKMB002-1-84-S83	Na	Moist	3. EPIC + C. acnes ATCC 6919	58.18
LKMB002-2-044-S135	Tw	Moist	2. SBCC	88.64
LKMB002-2-044-S135	Tw	Moist	4. SBCC + C. acnes ATCC 6919	88.69
LKMB002-2-044-S135	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	90.86
LKMB002-2-044-S135	Tw	Moist	6. EPIC + SMGC	95.62
LKMB002-2-044-S135	Tw	Moist	1. EPIC	62.68
LKMB002-2-044-S135	Tw	Moist	3. EPIC + C. acnes ATCC 6919	62.73
LKMB002-2-038-S129	Na	Moist	2. SBCC	48.57
LKMB002-2-038-S129	Na	Moist	4. SBCC + C. acnes ATCC 6919	60.47
LKMB002-2-038-S129	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	66.14
LKMB002-2-038-S129	Na	Moist	6. EPIC + SMGC	83.49
LKMB002-2-038-S129	Na	Moist	1. EPIC	51.60
LKMB002-2-038-S129	Na	Moist	3. EPIC + C. acnes ATCC 6919	63.42
LKMB002-1-47-S51	Af	Rarely Moist	2. SBCC	16.83
LKMB002-1-47-S51	Af	Rarely Moist	4. SBCC + C. acnes ATCC 6919	29.44
LKMB002-1-47-S51	Af	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	33.34
LKMB002-1-47-S51	Af	Rarely Moist	6. EPIC + SMGC	46.02
LKMB002-1-47-S51	Af	Rarely Moist	1. EPIC	19.28
LKMB002-1-47-S51	Af	Rarely Moist	3. EPIC + C. acnes ATCC 6919	31.80
LKMN002-3-21-S224	Um	Moist	2. SBCC	68.30
LKMN002-3-21-S224	Um	Moist	4. SBCC + C. acnes ATCC 6919	69.63
LKMN002-3-21-S224	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	75.82
LKMN002-3-21-S224	Um	Moist	6. EPIC + SMGC	91.19
LKMN002-3-21-S224	Um	Moist	1. EPIC	51.76
LKMN002-3-21-S224	Um	Moist	3. EPIC + C. acnes ATCC 6919	53.09
LKMB002-1-70-S69	Ba	Sebaceous	2. SBCC	8.91
LKMB002-1-70-S69	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	19.04
LKMB002-1-70-S69	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	24.41
LKMB002-1-70-S69	Ba	Sebaceous	6. EPIC + SMGC	35.93
LKMB002-1-70-S69	Ba	Sebaceous	1. EPIC	13.36
LKMB002-1-70-S69	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	23.40
LKMB002-2-072-S179	Vf	Rarely Moist	2. SBCC	14.32
LKMB002-2-072-S179	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	26.80
LKMB002-2-072-S179	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	34.77
LKMB002-2-072-S179	Vf	Rarely Moist	6. EPIC + SMGC	60.12
LKMB002-2-072-S179	Vf	Rarely Moist	1. EPIC	20.24
LKMB002-2-072-S179	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	32.61
LKMB002-2-048-S139	Oc	Sebaceous	2. SBCC	32.34
LKMB002-2-048-S139	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	67.64
LKMB002-2-048-S139	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	70.56
LKMB002-2-048-S139	Oc	Sebaceous	6. EPIC + SMGC	71.75
LKMB002-2-048-S139	Oc	Sebaceous	1. EPIC	35.17
LKMB002-2-048-S139	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	70.22
LKMB002-1-63-S62	Vf	Rarely Moist	2. SBCC	19.79
LKMB002-1-63-S62	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	31.16
LKMB002-1-63-S62	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	42.37
LKMB002-1-63-S62	Vf	Rarely Moist	6. EPIC + SMGC	62.61
LKMB002-1-63-S62	Vf	Rarely Moist	1. EPIC	29.04
LKMB002-1-63-S62	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	40.31
LKMB002-2-031-S122	Ba	Sebaceous	2. SBCC	22.84
LKMB002-2-031-S122	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	85.63
LKMB002-2-031-S122	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	89.67
LKMB002-2-031-S122	Ba	Sebaceous	6. EPIC + SMGC	89.32
LKMB002-2-031-S122	Ba	Sebaceous	1. EPIC	27.03
LKMB002-2-031-S122	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	89.37
LKMB002-1-38-S42	Vf	Rarely Moist	2. SBCC	20.49
LKMB002-1-38-S42	Vf	Rarely Moist	4. SBCC + C. acnes ATCC 6919	54.90
LKMB002-1-38-S42	Vf	Rarely Moist	5. EPIC + SBCC + C. acnes ATCC 6919	59.37
LKMB002-1-38-S42	Vf	Rarely Moist	6. EPIC + SMGC	72.71
LKMB002-1-38-S42	Vf	Rarely Moist	1. EPIC	23.17
LKMB002-1-38-S42	Vf	Rarely Moist	3. EPIC + C. acnes ATCC 6919	57.34
LKMB002-1-40-S44	Um	Moist	2. SBCC	26.90
LKMB002-1-40-S44	Um	Moist	4. SBCC + C. acnes ATCC 6919	45.40
LKMB002-1-40-S44	Um	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	52.07
LKMB002-1-40-S44	Um	Moist	6. EPIC + SMGC	68.46
LKMB002-1-40-S44	Um	Moist	1. EPIC	28.85
LKMB002-1-40-S44	Um	Moist	3. EPIC + C. acnes ATCC 6919	47.22
LKMB002-2-007-S98	Ba	Sebaceous	2. SBCC	12.59
LKMB002-2-007-S98	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	36.66
LKMB002-2-007-S98	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	39.45
LKMB002-2-007-S98	Ba	Sebaceous	6. EPIC + SMGC	46.09
LKMB002-2-007-S98	Ba	Sebaceous	1. EPIC	15.06
LKMB002-2-007-S98	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	38.94
LKMB002-2-079-S186	Oc	Sebaceous	2. SBCC	29.34
LKMB002-2-079-S186	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	88.92
LKMB002-2-079-S186	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	91.98
LKMB002-2-079-S186	Oc	Sebaceous	6. EPIC + SMGC	93.14
LKMB002-2-079-S186	Oc	Sebaceous	1. EPIC	32.39
LKMB002-2-079-S186	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	91.52
LKMN002-3-51-S250	Oc	Sebaceous	2. SBCC	75.35
LKMN002-3-51-S250	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	76.49
LKMN002-3-51-S250	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	86.60
LKMN002-3-51-S250	Oc	Sebaceous	6. EPIC + SMGC	88.96
LKMN002-3-51-S250	Oc	Sebaceous	1. EPIC	84.34
LKMN002-3-51-S250	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	85.46
LKMB002-1-83-S82	Al	Sebaceous	2. SBCC	27.91
LKMB002-1-83-S82	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	78.27
LKMB002-1-83-S82	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	80.67
LKMB002-1-83-S82	Al	Sebaceous	6. EPIC + SMGC	91.91
LKMB002-1-83-S82	Al	Sebaceous	1. EPIC	30.21
LKMB002-1-83-S82	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	80.18
LKMB002-1-57-S56	Tw	Moist	2. SBCC	82.50
LKMB002-1-57-S56	Tw	Moist	4. SBCC + C. acnes ATCC 6919	82.56
LKMB002-1-57-S56	Tw	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	87.01
LKMB002-1-57-S56	Tw	Moist	6. EPIC + SMGC	88.16
LKMB002-1-57-S56	Tw	Moist	1. EPIC	84.12
LKMB002-1-57-S56	Tw	Moist	3. EPIC + C. acnes ATCC 6919	84.18
LKMB002-2-022-S113	Oc	Sebaceous	2. SBCC	16.51
LKMB002-2-022-S113	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	43.21
LKMB002-2-022-S113	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	48.43
LKMB002-2-022-S113	Oc	Sebaceous	6. EPIC + SMGC	60.77
LKMB002-2-022-S113	Oc	Sebaceous	1. EPIC	21.11
LKMB002-2-022-S113	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	47.60
LKMB002-2-080-S187	Ba	Sebaceous	2. SBCC	19.51
LKMB002-2-080-S187	Ba	Sebaceous	4. SBCC + C. acnes ATCC 6919	75.07
LKMB002-2-080-S187	Ba	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	75.38
LKMB002-2-080-S187	Ba	Sebaceous	6. EPIC + SMGC	79.77
LKMB002-2-080-S187	Ba	Sebaceous	1. EPIC	19.96
LKMB002-2-080-S187	Ba	Sebaceous	3. EPIC + C. acnes ATCC 6919	75.11
LKMB002-1-93-S92	Oc	Sebaceous	2. SBCC	24.30
LKMB002-1-93-S92	Oc	Sebaceous	4. SBCC + C. acnes ATCC 6919	72.28
LKMB002-1-93-S92	Oc	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	85.45
LKMB002-1-93-S92	Oc	Sebaceous	6. EPIC + SMGC	91.36
LKMB002-1-93-S92	Oc	Sebaceous	1. EPIC	37.58
LKMB002-1-93-S92	Oc	Sebaceous	3. EPIC + C. acnes ATCC 6919	85.20
LKMN002-3-59-S258	Na	Moist	2. SBCC	27.64
LKMN002-3-59-S258	Na	Moist	4. SBCC + C. acnes ATCC 6919	49.93
LKMN002-3-59-S258	Na	Moist	5. EPIC + SBCC + C. acnes ATCC 6919	51.74
LKMN002-3-59-S258	Na	Moist	6. EPIC + SMGC	64.77
LKMN002-3-59-S258	Na	Moist	1. EPIC	28.09
LKMN002-3-59-S258	Na	Moist	3. EPIC + C. acnes ATCC 6919	50.22
LKMB002-1-17-S21	Al	Sebaceous	2. SBCC	22.20
LKMB002-1-17-S21	Al	Sebaceous	4. SBCC + C. acnes ATCC 6919	79.99
LKMB002-1-17-S21	Al	Sebaceous	5. EPIC + SBCC + C. acnes ATCC 6919	80.56
LKMB002-1-17-S21	Al	Sebaceous	6. EPIC + SMGC	87.92
LKMB002-1-17-S21	Al	Sebaceous	1. EPIC	22.72
LKMB002-1-17-S21	Al	Sebaceous	3. EPIC + C. acnes ATCC 6919	80.09
